site,year,flight_date,flight_id,source_file,site_treeid,tree_height_corrected_m,canopy_area_m2,tree_altitude_m
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5820,2.2830613,1.5107232787768001,226.18723
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5821,1.5549413,0.35759828857499626,225.07707
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5822,1.7497165,0.8823348136788345,225.44847
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5823,1.7201972,0.6776227387968228,225.4511
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5825,2.455108,1.9603116271665617,226.86421
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5826,2.0893373,2.6625511626145393,226.30019
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5827,2.388418,1.487400801714369,226.87317
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5828,2.447224,1.9292157087002948,227.05077
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5829,1.962488,0.8162563845042073,226.323
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5830,1.9341214,0.7139003764705828,226.30664
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5831,2.0702798,1.2956448606393958,226.58502
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5832,3.5004597,3.612257657942147,229.17578
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5833,2.1450257,0.6232050903425274,226.8096
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5834,1.5482601,0.3303893648659489,225.9013
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5835,2.2883775,1.3604267221905657,227.15065
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5836,2.901147,2.640523218266776,228.2228
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5838,2.0503297,1.131097347373831,226.78703
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5839,2.6835027,1.2736181136406086,227.86745
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5840,2.5384576,0.783864626695829,227.63567
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5841,3.085833,1.7400496820687685,228.62753
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5842,3.1788175,1.5586594606073831,228.8189
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5843,3.139833,2.520026702904624,228.77846
PIK,2024,2024-03-13,2024-03-13,UAVS_PIK_2024-03-13_treeSpatialMetrics.csv,PIK_5844,4.320794,3.478802847841513,231.12852
